date,epiweek,uf_code,uf,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
2010-01-03,201001,31,MG,19.804681560877572,23.84370482331268,28.261095243677776,2.549069284876905,11.790228839390386,35.12007491207503,0.9138049907888126,0.9157117568246524,0.9173077876402613,56.1240793501926,75.31404984089768,92.26996953609111,8.4564136828002,5847
2010-01-10,201002,31,MG,20.14449810751968,24.23641125439625,28.655858365432927,2.175257913247362,9.66104431418523,28.694922391559206,0.9148771562552336,0.9165597722324569,0.918032088427399,53.90488553006197,73.33444367777592,90.74220231117067,8.511360257913248,5952
2010-01-17,201003,31,MG,20.127104036174845,24.223402143694525,28.765390721822143,1.7406732708089097,9.334027198124266,27.151687456037514,0.9148437615139843,0.9169645955451348,0.9185301624518506,52.05712865516664,71.7932366940211,89.58935238653493,8.638286685647294,5720
2010-01-24,201004,31,MG,20.013971495561883,23.92139757159605,28.328189080556022,2.6579570926143026,11.017293552168814,32.69762883939038,0.9138358063975883,0.9156435772902362,0.917185630547647,52.09997298609948,71.57655203483503,89.13422533913918,8.31421758499414,5844
2010-01-31,201005,31,MG,20.24027203148551,24.95208563054765,30.0248353207168,0.28088194607268463,2.2318279015240328,8.580433528722157,0.9152580304806565,0.9173089599732038,0.9189641098643443,45.012594389549484,65.6269748785798,86.18088681962821,9.784563289231283,5620
2010-02-07,201006,31,MG,19.87494136660526,24.182249623178695,29.033473069837548,1.1344,7.081896600234466,25.876398593200467,0.9138942723161949,0.9157349355216882,0.9172893485178362,49.87679003516998,71.34438650142354,90.64903344498408,9.15853170323229,5840
2010-02-14,201007,31,MG,20.747364830011723,25.113792095126446,29.918221035002514,0.7442279015240328,5.845682883939039,17.653300351699883,0.9150620331602747,0.9171241500586167,0.9187298107519678,47.56627352202311,67.2613667894825,87.13640232791828,9.170856204990788,5873
2010-02-21,201008,31,MG,20.674751934349356,24.795326109529395,29.340066555015913,2.9649321219226263,13.967386752637749,38.374855803048064,0.9133741584324234,0.9155390554346006,0.9172593200468933,50.93633721319712,69.93150587841232,88.02816360743594,8.665314620666555,5947
2010-02-28,201009,31,MG,19.759045118070674,21.71135580304807,24.35835200133981,10.94670492379836,56.8818,134.72786471277843,0.9135917266789483,0.9153897839557863,0.9168110031820466,76.17338702059956,87.51624344330934,95.43511547479484,4.599306883269134,5971
2010-03-07,201010,31,MG,19.756876436107856,23.80758224752973,28.464436945235303,3.548612309495897,13.644398475967174,40.58244009378664,0.9117124434768046,0.9133795511639592,0.9150306481326411,58.274277943393066,78.53736933511975,94.03105319042037,8.70756050912745,5869
2010-03-14,201011,31,MG,19.660062083403112,22.946579417183052,27.039939206163123,2.500418757327081,14.328042321219227,48.64130762016413,0.91598898007034,0.9179550996483001,0.9196884608943225,63.135826477976885,80.5579220231117,94.2186233796684,7.379877122760007,5931
2010-03-21,201012,31,MG,19.509229810751968,23.157252939206163,27.547577876402613,2.0471583821805392,9.423072332942555,28.618313130128957,0.914335036007369,0.916145838218054,0.9177192932507117,61.1335457712276,80.1356813431586,95.05420314855132,8.038348065650645,5971
2010-03-28,201013,31,MG,19.75682708089097,22.71365521688159,26.434828169485847,2.673480422039859,15.801643610785463,45.10111043376319,0.9142515491542456,0.9161547144531904,0.9177343493552169,66.25649546139675,82.12972914084743,94.49004290738569,6.6780010885948755,5971
2010-04-04,201014,31,MG,16.731571763523696,20.012333511974543,23.7941679115726,4.650042203985932,18.334865885111373,56.06855041031653,0.9146214201976218,0.9161984424719478,0.9176364930497404,60.714447161279516,77.91302647797689,91.74999805727684,7.062596148048904,5506
2010-04-11,201015,31,MG,16.082215424552,19.840229994975715,24.15803990956289,0.39158898007034,1.9626681125439625,5.3548756154747945,0.9181273488527885,0.9196753475129794,0.9212367442639424,54.6393323396416,74.25087677106012,90.74480773739742,8.075824485010886,5386
2010-04-18,201016,31,MG,17.704360743594037,22.255798124267294,27.130202193937365,0.04860644783118405,0.8303686987104337,2.5968355216881593,0.9163671914252219,0.917934500083738,0.9195830179199463,50.026029308323565,71.83923746441131,89.89411125439625,9.425841450343325,3831
2010-04-25,201017,31,MG,18.25028603249037,21.80488372131971,25.914882632724836,0.9023036342321219,4.952097303634233,12.33679917936694,0.9166112041534081,0.9182383687824486,0.9201025456372467,55.75602838720482,75.25019849271479,91.25412982749958,7.664596600234466,5054
2010-05-02,201018,31,MG,16.012788293418186,20.840486065985598,26.193932205660694,0.053364126611957795,0.8442253223915591,3.8103470105509967,0.916655853290906,0.9183580974711104,0.9200354881929325,45.84632242505443,68.52519226260259,87.49800308156088,10.181143912242506,2688
2010-05-09,201019,31,MG,15.251867727348852,18.84227224920449,23.130427466086083,2.169262485345838,12.584048651817115,36.2852611957796,0.9157445821470441,0.917285630547647,0.9189802210684977,59.69862488695361,77.27136838050578,91.22687338804221,7.87855973873723,4938
2010-05-16,201020,31,MG,15.354686233461733,19.71009795679116,24.646250175849943,0.9786944900351701,5.074059671746776,13.960500117233295,0.9154532406632054,0.917100502428404,0.9185745268799196,53.27440676603584,74.70713347847932,91.69338561380003,9.29156394238821,3892
2010-05-23,201021,31,MG,16.00323625858315,19.64723478479317,23.995261765198457,0.24282145369284877,1.9018445486518172,5.865090035169988,0.917074543627533,0.9183668229777256,0.9200698208005359,56.96111021604421,77.3988865516664,92.75871822140344,7.992025506615307,5531
2010-05-30,201022,31,MG,14.983974711103668,18.046432071679785,21.810112125272152,0.5405062133645956,3.9370923798358737,11.101696483001174,0.9194266287054095,0.9211069670072014,0.9228193434935521,59.37628583151901,76.55801095293921,90.22652435102998,6.826137414168481,5554
2010-06-06,201023,31,MG,12.860692731535755,17.162721889130797,22.004653475129796,0.09435990621336458,0.8762399765533411,4.085131535756155,0.9206507285211857,0.9219174007703903,0.9235382515491543,51.12944088092447,72.50675097973539,89.79959410484007,9.143960743594038,3936
2010-06-13,201024,31,MG,10.715791425221905,16.359287740746943,22.678558683637583,0.004723798358733878,0.0502297772567409,0.24857116060961312,0.9191052754982415,0.9208115558532909,0.9224176519845921,43.33215236978731,67.03986410986435,86.8186812259253,11.962767258415676,828
2010-06-20,201025,31,MG,13.81147312008039,18.831660157427567,24.521351063473457,0.07928534583821804,0.7114101992966002,2.2189946072684643,0.9189229609780607,0.9203546139675096,0.9220650309830849,45.44933421537431,68.22617343828504,86.81056251884107,10.709877943393066,2591
2010-06-27,201026,31,MG,12.18753116730866,17.23114920448836,22.903594171830512,0.008110082063305976,0.25071160609613125,0.7215370457209848,0.9213488192932507,0.92278728856138,0.9244817283537097,44.64520971361581,68.39424757996986,88.91736449505946,10.716063004521855,2111
2010-07-04,201027,31,MG,13.659630195947079,18.107273086585163,23.19452967677106,0.14882790152403283,1.1949166471277843,3.187458382180539,0.9198223580639758,0.92143305978898,0.9231030983084911,46.083328571428574,68.51207509629877,87.54593153575615,9.534899480823983,3762
2010-07-11,201028,31,MG,16.246290303131804,19.844780890973034,24.362332172165466,0.8583701055099648,4.455310433763189,12.283666822977725,0.9190556188243176,0.9205199799028639,0.9221810082063306,52.029451532406625,72.70641974543628,89.8771905710936,8.116041869033662,5309
2010-07-18,201029,31,MG,14.448639943058113,18.672835605426226,23.556638201306313,0.2148715123094959,1.2237058616647127,3.5895665885111367,0.921737631887456,0.9232924970691676,0.9249718975046056,48.41883014570424,70.28485548484342,89.29936298777424,9.1079982582482,3791
2010-07-25,201030,31,MG,14.150671076871546,18.361401658013733,23.110193451683138,0.14676084407971865,1.2963051582649472,3.5482550996483,0.9208100150728521,0.922640763691174,0.9244422542287725,44.07140991458717,66.44544059621504,86.70252699715292,8.95952237481159,4027
2010-08-01,201031,31,MG,13.531637598392228,18.845084642438454,24.745374912075032,0.02088511137162954,0.3014514654161782,0.809538100820633,0.9189705911907553,0.9205494389549489,0.9223193434935522,38.677427750795516,61.88996804555351,84.6565474962318,11.2137373136828,2211
2010-08-08,201032,31,MG,13.942431100318206,19.275462435103,25.318458315190085,0.05516776084407971,0.4945822977725674,1.4555940211019929,0.9197938871210852,0.9218053759839223,0.9237864846759336,37.193775581979565,59.767971127114386,81.63885332440128,11.37602721487188,2574
2010-08-15,201033,31,MG,11.12270937866354,16.24783604086418,21.999219109026967,0.26018839390386866,1.6155051582649473,4.77068429073857,0.92098603249037,0.9226109026963658,0.9244177692178864,38.124863389716964,60.179867945067826,81.83285563557192,10.876509730363424,2368
2010-08-22,201034,31,MG,13.505858030480656,20.182093468430747,27.181968313515323,0.0023739742086752638,0.07449378663540446,0.23973141852286045,0.9183143359571262,0.9201562719812426,0.9221003516998828,28.308960961313016,51.50883262435103,77.12689338469268,13.676110283034669,670
2010-08-29,201035,31,MG,15.243347211522357,21.12468398928153,27.55900643108357,0.025221219226260257,0.449210082063306,1.1338259085580304,0.9189362418355383,0.9207285379333444,0.9228475632222408,29.82173237313683,53.36362229107352,79.31766571763524,12.315659219561212,2255
