date,epiweek,uf_code,uf,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
2010-01-03,201001,42,SC,21.059261162227603,23.697208329297823,27.19983128329298,4.686910508474576,25.73803220338983,74.27310644067796,0.9355618401937045,0.9374321549636804,0.9389710411622276,70.2727411622276,83.84080707021792,93.01271767554479,6.140570121065375,2065
2010-01-10,201002,42,SC,19.900389346246975,22.43012445520581,25.750994043583535,3.6756979661016946,25.256517627118644,89.5123613559322,0.9361834382566585,0.9377715254237289,0.9391385472154964,71.39977375302664,84.50840983050847,93.53556634382566,5.8506046973365615,2065
2010-01-17,201003,42,SC,19.44552261501211,22.20025200968523,25.62905588377724,6.897416271186441,45.34235932203389,135.03969389830507,0.9362318644067796,0.9378439709443099,0.9393239225181599,73.19760590799031,86.27076246973365,95.21495665859564,6.183533268765133,2065
2010-01-24,201004,42,SC,19.24657757869249,22.461245181598063,26.57690338983051,0.808528813559322,16.82431457627119,65.13699966101694,0.9355789346246973,0.9372280871670702,0.9386653753026635,68.89180334140435,85.17424803874091,96.1802785472155,7.330325811138015,2065
2010-01-31,201005,42,SC,21.881205762711865,26.028006731234864,30.81645476997579,0.06734677966101695,3.131557288135593,16.15058305084746,0.9364334140435835,0.9382396610169492,0.9395427118644067,57.31694605326877,77.92518639225182,92.42783326876513,8.935249007263923,2049
2010-02-07,201006,42,SC,21.38447690072639,24.108724067796608,27.64673273607748,3.5233898305084748,31.090347796610168,105.77576983050848,0.935465569007264,0.9368146246973367,0.9381410653753027,70.52847370460049,85.69031806295399,95.61795733656174,6.26225583535109,2065
2010-02-14,201007,42,SC,20.61851467312349,23.098373026634384,26.465746440677965,3.076419661016949,21.517781355932204,64.77371830508474,0.9376605811138014,0.9395357384987892,0.9409276029055691,70.80026111380145,84.61095719128329,93.32840813559321,5.847231767554479,2065
2010-02-21,201008,42,SC,19.189409588377725,22.26482886198547,25.96411196125908,3.2968989830508475,19.47743118644068,67.22405694915254,0.9373994188861986,0.939037191283293,0.9404421791767554,66.83670343825665,81.99024014527845,92.8934228087167,6.774702372881356,2034
2010-02-28,201009,42,SC,17.85663544794189,20.899085181598064,24.47094276029056,2.100552881355932,13.050178983050847,35.34656949152542,0.939682808716707,0.9411962227602906,0.942457966101695,65.91775026634382,81.45417878934626,92.88630808716707,6.614307312348668,2061
2010-03-07,201010,42,SC,17.691189443099272,21.60887278450363,26.09586121065375,2.6049271186440675,12.56351186440678,33.397031864406785,0.9336702663438257,0.9352867312348667,0.9365168038740921,61.22138493946731,80.2541636803874,94.65413113801452,8.404671767554479,2045
2010-03-14,201011,42,SC,18.11855220338983,21.578757481840196,25.932792154963682,1.2856179661016949,21.43159118644068,71.01012237288136,0.9384113801452785,0.9406102179176755,0.9422553026634382,63.01890610169492,81.3407205811138,93.43410929782083,7.81423995157385,1833
2010-03-21,201012,42,SC,19.612746489104115,21.80368072639225,24.747506634382567,4.8324844067796615,43.593238644067796,122.24271457627118,0.9361612590799031,0.93793200968523,0.9394748668280871,78.19612198547216,89.47742368038742,96.72766789346247,5.134760145278451,2065
2010-03-28,201013,42,SC,17.783287167070217,21.088788474576273,25.256214673123488,0.9812362711864406,12.137954915254237,43.961898305084745,0.9377355447941887,0.9394477481840193,0.9409871670702179,65.75438644067798,84.22144101694914,96.20558779661017,7.472927506053268,1984
2010-04-04,201014,42,SC,13.468925569007265,16.705854043583535,20.057015351089586,0.7964755932203389,7.070594576271187,22.991592881355935,0.943433607748184,0.9445888135593221,0.9458655205811138,62.044799661016945,77.91179418886199,90.95890217917675,6.588089782082324,1692
2010-04-11,201015,42,SC,15.132879273607749,18.780157772397093,23.39087496368039,0.22691932203389828,1.9265033898305084,6.338372203389831,0.9420258595641647,0.9437086682808717,0.9453030508474576,59.74698276029055,80.02519573849878,93.62595438256658,8.257995690072638,1796
2010-04-18,201016,42,SC,16.850733849878935,19.92883661016949,23.912933510895886,11.932371864406779,61.836991186440684,156.11720169491525,0.9379378692493947,0.9399306053268764,0.9416005326876514,69.09515133171912,83.78819026634382,93.58029157384988,7.062199661016949,1697
2010-04-25,201017,42,SC,14.469554382566587,17.402401355932206,20.89544,9.02146,43.05743084745763,114.34960610169493,0.9398305569007263,0.9416785472154965,0.943335157384988,69.03403200968522,85.53519370460049,96.10963694915255,6.425885617433414,1863
2010-05-02,201018,42,SC,13.706474188861986,16.907706440677966,20.834090363196125,5.590963728813559,23.154006440677964,64.41190440677966,0.9389372397094431,0.9403479418886198,0.9417202421307506,69.15751268765133,85.323681937046,95.77530479418887,7.127616174334141,1665
2010-05-09,201019,42,SC,10.894910121065376,13.773246876513317,17.38411966101695,3.035257966101695,19.341337627118644,66.18593593220339,0.9411385956416466,0.942914818401937,0.9447533656174334,68.729557094431,84.12208401937046,94.14595002421308,6.489209539951574,1921
2010-05-16,201020,42,SC,12.449612881355932,14.934684164648909,17.891998062953995,14.052867118644068,51.49020474576271,122.61120915254237,0.9393522518159806,0.9408593704600485,0.9422159806295399,77.16732343825666,88.46469607748183,95.7471186440678,5.4423851815980635,2065
2010-05-23,201021,42,SC,13.788673365617433,16.24073690072639,19.560920677966102,1.941673559322034,8.599342033898305,21.21950406779661,0.941301210653753,0.9434319128329298,0.9451658595641645,71.2639799031477,86.28392799031477,95.15654697336562,5.772247312348668,1937
2010-05-30,201022,42,SC,11.678585665859565,13.834823244552057,16.554574430992737,1.1070938983050846,17.95005559322034,56.32215898305085,0.94262004842615,0.9449501210653753,0.9469630992736077,68.42273312348668,83.46913651331718,93.58112629539951,4.8759887651331715,1923
2010-06-06,201023,42,SC,7.910662033898306,11.7771194188862,16.48946876513317,0.3403538983050847,2.023093220338983,6.586931186440678,0.9465385956416464,0.947726004842615,0.9489601452784504,62.10168983050848,81.12912929782082,93.15457539951574,8.578806731234867,1306
2010-06-13,201024,42,SC,13.156119225181598,16.21544455205811,20.734616949152542,0.31937050847457626,3.9567420338983053,10.544325423728814,0.9386714769975788,0.9410713801452784,0.9429925907990315,64.33863927360775,79.94874823244552,90.67920861985472,7.578497723970943,1539
2010-06-20,201025,42,SC,11.182814915254237,14.494867457627118,19.016950460048427,8.558662711864407,19.56878779661017,51.465281694915255,0.9407341404358353,0.9424526392251816,0.9439138983050849,65.848561937046,82.9928385472155,93.51444295399516,7.834135544794189,1627
