date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
2026-10-11,157.40429720454088,111.42319567255845,118.85533602290025,131.72051165156236,146.12159273676744,171.12458727412096,181.42372667841784,186.83444902949202,202.6595398192869
2026-10-18,169.63826212072274,119.68555795812509,126.81935960912605,142.59261705541513,156.8816749777784,183.43874666356942,194.48489915990731,200.97829057836432,219.32003442907222
2026-10-25,189.9889106494203,136.87792500794077,144.52775182068493,159.90392369568494,176.44018163025524,203.14452351868297,216.73288182556774,227.71246785462046,240.73101033508908
2026-11-01,202.99714516780443,148.8318064989812,156.9760695757634,174.49774544856615,189.28093865535325,216.74483636043138,231.98761056087085,243.68803017757003,251.7854125323063
2026-11-08,241.298515732853,195.09665919598774,201.09169703778463,213.08878184613422,224.58150721844868,257.53504802045063,270.6639725809975,280.5651322489662,293.11130076703256
2026-11-15,247.04457766277136,201.32411562663856,210.38382860881632,219.32209307414834,228.11547533733193,262.7845579789335,276.87872606975384,289.0978621171171,299.3984984086209
2026-11-22,313.2149818298945,262.5034440491328,276.470229480041,282.14651427008005,296.40523771978707,330.1757836792597,346.492690417541,358.94561857916204,361.56973204351755
2026-11-29,379.6457993302096,323.4944000992526,335.3238465103854,344.9884827408541,358.87347114417446,399.4688385758151,417.71257942054166,430.0705048355807,441.6220162186372
2026-12-06,469.015231845891,372.1903421669359,382.32206442645736,405.3629930763597,439.05316031268785,501.65484488300035,546.8012438087816,566.2218767433519,576.1173052101486
2026-12-13,541.9722674978983,439.8578171194804,451.12949070346474,482.2314865530741,509.3718460501444,571.948887676121,609.8615646780742,637.0323044241678,644.5691971243631
2026-12-20,468.7873821935345,379.22520461174736,389.03974547478447,403.2729409703899,433.25009856316336,502.85300383660086,535.7382150182416,562.7442574987103,573.3732858190227
2026-12-27,563.514165806902,459.1256059314137,480.3440797473317,500.9483049060231,529.4705705310231,590.57771774782,631.0961198474293,659.3793412829762,678.4194490100268
2027-01-03,1030.1173519840258,821.2171923770923,875.7440005435961,916.4845767154711,970.1594149723071,1093.6872927799243,1144.109887994768,1185.7119753971117,1199.9146151676196
2027-01-10,1154.3259555703298,964.4969666176933,986.5797104531424,1021.7327500039237,1084.246238773455,1222.4604416543143,1284.10956885158,1313.0997971230643,1355.9191483193529
2027-01-17,1436.7057304428092,1218.020596775817,1259.9325016830435,1302.4825993392935,1352.7645390365592,1506.4245121810904,1569.856342015075,1596.0964115951529,1648.9080601547232
2027-01-24,1678.0846518155622,1440.1747323819684,1475.9457895108746,1526.1222787686872,1583.5087961026716,1761.6755136319684,1824.6503793546249,1870.9076791593122,1889.0585855313825
2027-01-31,1996.6152686237074,1725.319724800465,1764.1753613971448,1807.3591931842543,1906.2336865924574,2089.870069649098,2169.0017835162853,2204.4601941608166,2231.589204170582
2027-02-07,2484.4980941162357,2153.041906372095,2190.5856380615483,2271.444121948267,2371.388592163111,2592.7088436279546,2688.6013485107674,2753.692620483423,2802.830663696314
