date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
2026-10-11,212.78269081294692,181.65949379146255,187.2478170031325,192.90520073115982,201.2749539965407,221.97082725703874,232.25754753291767,237.6249051684157,242.43127266109147
2026-10-18,235.46602851932028,203.11995910708882,205.57586158816792,213.6470369726894,223.62472938601948,244.1448480993984,258.233339157748,261.9324816138027,268.1896990210291
2026-10-25,243.74047703508387,206.14999455217372,210.59098881486904,222.27868489030848,232.94698780778896,253.4919058680917,266.9652296901132,270.90060719255456,280.81310337785726
2026-11-01,259.1543963204874,218.8660769998087,228.36557460417882,231.95006099333898,247.90032497038976,272.13370051970617,284.031001239921,291.1223983346476,302.1629561959756
2026-11-08,301.86261743310126,250.1488880324665,261.2412670302692,270.79297601464424,282.5557384658161,317.3056392836872,332.51920587304267,346.2477077651325,368.5206531691852
2026-11-15,305.5589850354713,251.31398862128677,258.71749852424085,267.37282841926043,283.98946507697525,323.8972867322487,339.53387273078386,368.1367215467018,383.6740926099342
2026-11-22,365.04301197455175,283.96143024847754,298.0680922357822,308.50945728705176,336.01980274603613,390.0127608148838,417.46767567084083,436.1668562738681,460.0872626154208
2026-11-29,448.73344829592963,338.40751277957224,378.9639558032539,390.88836833987494,418.2916978076484,479.3643754199531,507.960160942414,530.2959305957344,541.5078736499335
2026-12-06,539.5756361579222,463.25095979683823,481.3340568732542,493.78840410225814,509.401280994348,563.76444780343,595.2066688727659,605.9819160651488,617.4708259772581
2026-12-13,581.5354227915682,526.5617554942048,529.7263108530916,535.5074021616854,553.451597718326,601.4745164194978,632.5822495737948,644.5133256235994,655.5388963023103
2026-12-20,597.1466056501749,537.356835752714,543.802114683378,551.8879819929483,569.1569883406046,621.1249906599405,651.2439390241983,667.0189725935343,685.2694929182412
2026-12-27,605.0716665402012,546.7946893063146,551.2960549679357,557.63110745817,576.6829232540684,628.3281258907872,659.5422646847325,676.783515295084,694.1267205563145
2027-01-03,657.6000610922795,576.6351563071232,594.833126888178,605.9345459555608,630.2732422446232,681.7888977622014,706.5832459067326,731.1574280356389,749.9666458701114
2027-01-10,752.462106651345,673.5871005478294,689.3565982284935,700.0285891952904,727.6940310898216,778.3572543564231,808.1784610214622,827.7869632187278,841.3864306869895
2027-01-17,888.3531451887352,804.3434576887352,809.4158697981102,830.2643927473289,860.2235083479148,923.4677405256492,945.6186652082664,968.8548651594383,991.32163151686
2027-01-24,954.5878972706053,862.6740255054685,868.51477410166,890.0998387989256,922.4469762500975,992.4942784961912,1014.8004796680663,1031.2453344043945,1061.7599431690428
2027-01-31,1059.688333284321,964.5678334063914,971.235890657368,985.0256245440868,1025.686427766743,1101.587550813618,1122.5678181476023,1136.8058918780712,1167.5699330157663
2027-02-07,1218.4974568288048,1098.8869673268518,1110.5905989186488,1126.8086836354455,1184.3638472096643,1271.3260359303674,1300.6552656666956,1323.6952192799768,1336.8186110036095
2027-02-14,1352.4319013306335,1221.859971398993,1231.3462690064148,1249.2408002564148,1308.3366193482116,1404.5088910767272,1452.2134320923521,1461.0622113892273,1477.486253137274
2027-02-21,1605.5695426047796,1452.0348868430608,1458.9574637473577,1475.0744559348577,1555.5489737571233,1669.421929079389,1710.2268240989201,1728.069811159467,1743.1847952903265
2027-02-28,1772.2776517693246,1605.6112516228402,1610.6236295525277,1631.9356473747935,1710.6771268669809,1838.2090787712777,1884.777566320106,1909.0528287712777,1938.53449381034
2027-03-07,1860.4099056691766,1677.7910470265986,1687.0223031301143,1719.6045907277705,1792.3512154836299,1924.8666878957392,1979.936011626208,1997.3150826711299,2029.594245268786
2027-03-14,2046.0025585348176,1842.736955507474,1864.0338060934114,1897.9313280660676,1972.3318468648959,2116.808684023099,2176.2153002340365,2199.961760194974,2245.5398790914583
2027-03-21,1951.6820479166627,1760.2170631754518,1775.1286690104128,1805.6959053385378,1879.9423897135378,2020.337714420569,2075.502753483069,2096.1986397135374,2138.2038338053344
2027-03-28,1827.3425370445839,1654.1611491051308,1657.827128109037,1684.490134700834,1763.345536312162,1894.585007747709,1942.4513407555214,1970.6259196129433,1999.0247904625526
2027-04-04,1828.4890208948916,1657.2309160364932,1661.4374193323915,1683.7867235316103,1764.8397203577822,1897.2931505335634,1943.7590623987978,1969.0684251917667,2000.6044756068056
2027-04-11,1670.3675603444601,1512.1273241384054,1517.8017229421164,1532.1709429128196,1615.9643816335226,1735.9263262136008,1774.5334917409446,1798.144648967507,1820.1804521901631
2027-04-18,1561.9322356791981,1413.8589556499012,1418.5542315288073,1437.16587703662,1512.995125083495,1623.3593523784168,1666.16939266162,1682.8496538920888,1708.802562217284
2027-04-25,1420.7339340423405,1283.7857486175358,1290.1395480560122,1302.8171603606997,1373.0816317962467,1476.2011386321842,1522.2961520599185,1543.8535251067935,1561.693735067731
2027-05-02,1382.575421359636,1245.627193210222,1253.7215688205736,1261.1758534885423,1336.1279530979173,1434.7439809299485,1475.0258290744798,1495.951085422136,1526.1737935520189
